id,left_pattern,left_support,right_pattern,right_support,support,confidence,lift
0,ser żółty;chleb pełnoziarnisty,0.160,banany;mleko,0.165,0.026,0.162,0.985
2372,ser żółty;ogórki,0.172,chleb pełnoziarnisty,0.414,0.069,0.401,0.969
2373,chleb pełnoziarnisty;ogórki,0.163,ser żółty,0.418,0.069,0.423,1.013
2374,pomidory;ryż brązowy,0.063,jogurt naturalny,0.434,0.023,0.365,0.841
2375,pomidory;jogurt naturalny,0.074,ryż brązowy,0.412,0.023,0.311,0.754
2376,ryż brązowy;jogurt naturalny,0.172,pomidory,0.196,0.023,0.134,0.682
2377,ser żółty;płatki owsiane,0.078,chleb pełnoziarnisty,0.414,0.023,0.295,0.712
2378,ser żółty;chleb pełnoziarnisty,0.160,płatki owsiane,0.210,0.023,0.144,0.685
2379,płatki owsiane;chleb pełnoziarnisty,0.073,ser żółty,0.418,0.023,0.315,0.754
2380,ziemniaki;płatki owsiane,0.080,ryż brązowy,0.412,0.026,0.325,0.789
2381,ziemniaki;ryż brązowy,0.156,płatki owsiane,0.210,0.026,0.167,0.794
2382,płatki owsiane;ryż brązowy,0.070,ziemniaki,0.401,0.026,0.371,0.926
2383,ziemniaki;jogurt naturalny,0.165,banany,0.389,0.055,0.333,0.857
2384,ziemniaki;banany,0.146,jogurt naturalny,0.434,0.055,0.377,0.868
2385,jogurt naturalny;banany,0.156,ziemniaki,0.401,0.055,0.353,0.879
2386,oliwa z oliwek;jogurt naturalny,0.085,ogórki,0.396,0.029,0.341,0.862
2387,oliwa z oliwek;ogórki,0.063,jogurt naturalny,0.434,0.029,0.460,1.061
2388,jogurt naturalny;ogórki,0.162,oliwa z oliwek,0.196,0.029,0.179,0.913
2389,ziemniaki;jabłka,0.160,banany,0.389,0.057,0.356,0.916
2390,ziemniaki;banany,0.146,jabłka,0.407,0.057,0.390,0.959
2391,jabłka;banany,0.160,ziemniaki,0.401,0.057,0.356,0.888
2392,jajka;ryż brązowy,0.171,ogórki,0.396,0.065,0.380,0.960
2393,jajka;ogórki,0.155,ryż brązowy,0.412,0.065,0.419,1.018
2394,ryż brązowy;ogórki,0.169,jajka,0.432,0.065,0.385,0.890
2395,ziemniaki;ryż brązowy,0.156,jogurt naturalny,0.434,0.056,0.359,0.827
2396,ziemniaki;jogurt naturalny,0.165,ryż brązowy,0.412,0.056,0.339,0.824
2397,ryż brązowy;jogurt naturalny,0.172,ziemniaki,0.401,0.056,0.326,0.812
2398,pomidory;ser żółty,0.065,jogurt naturalny,0.434,0.020,0.308,0.709
2399,pomidory;jogurt naturalny,0.074,ser żółty,0.418,0.020,0.270,0.647
2400,ser żółty;jogurt naturalny,0.175,pomidory,0.196,0.020,0.114,0.583
2401,ryż brązowy;jogurt naturalny,0.172,banany,0.389,0.057,0.331,0.852
2402,ryż brązowy;banany,0.149,jogurt naturalny,0.434,0.057,0.383,0.881
2403,jogurt naturalny;banany,0.156,ryż brązowy,0.412,0.057,0.365,0.887
2404,pomidory;ryż brązowy,0.063,mleko,0.434,0.031,0.492,1.134
2405,pomidory;mleko,0.082,ryż brązowy,0.412,0.031,0.378,0.918
2406,ryż brązowy;mleko,0.181,pomidory,0.196,0.031,0.171,0.874
2407,jabłka;ryż brązowy,0.175,ogórki,0.396,0.060,0.343,0.866
2408,jabłka;ogórki,0.150,ryż brązowy,0.412,0.060,0.400,0.971
2409,ryż brązowy;ogórki,0.169,jabłka,0.407,0.060,0.355,0.872
2410,ser żółty;ogórki,0.172,kurczak,0.192,0.025,0.145,0.757
2411,ser żółty;kurczak,0.065,ogórki,0.396,0.025,0.385,0.971
2412,ogórki;kurczak,0.065,ser żółty,0.418,0.025,0.385,0.920
2413,ser żółty;płatki owsiane,0.078,jogurt naturalny,0.434,0.027,0.346,0.798
2414,ser żółty;jogurt naturalny,0.175,płatki owsiane,0.210,0.027,0.154,0.735
2415,płatki owsiane;jogurt naturalny,0.079,ser żółty,0.418,0.027,0.342,0.818
2416,oliwa z oliwek;chleb pełnoziarnisty,0.075,ogórki,0.396,0.024,0.320,0.808
2417,oliwa z oliwek;ogórki,0.063,chleb pełnoziarnisty,0.414,0.024,0.381,0.920
2418,chleb pełnoziarnisty;ogórki,0.163,oliwa z oliwek,0.196,0.024,0.147,0.751
2419,ser żółty;ryż brązowy,0.171,jogurt naturalny,0.434,0.069,0.404,0.930
2420,ser żółty;jogurt naturalny,0.175,ryż brązowy,0.412,0.069,0.394,0.957
2421,ryż brązowy;jogurt naturalny,0.172,ser żółty,0.418,0.069,0.401,0.960
2422,jogurt naturalny;ogórki,0.162,kurczak,0.192,0.020,0.123,0.643
2423,jogurt naturalny;kurczak,0.076,ogórki,0.396,0.020,0.263,0.665
2424,ogórki;kurczak,0.065,jogurt naturalny,0.434,0.020,0.308,0.709
2425,jogurt naturalny;ogórki,0.162,mleko,0.434,0.063,0.389,0.896
2426,jogurt naturalny;mleko,0.184,ogórki,0.396,0.063,0.342,0.865
2427,ogórki;mleko,0.162,jogurt naturalny,0.434,0.063,0.389,0.896
2428,oliwa z oliwek;jajka,0.071,mleko,0.434,0.025,0.352,0.811
2429,oliwa z oliwek;mleko,0.075,jajka,0.432,0.025,0.333,0.772
2430,jajka;mleko,0.171,oliwa z oliwek,0.196,0.025,0.146,0.746
2431,pomidory;ogórki,0.068,banany,0.389,0.026,0.382,0.983
2432,pomidory;banany,0.066,ogórki,0.396,0.026,0.394,0.995
2433,ogórki;banany,0.156,pomidory,0.196,0.026,0.167,0.850
2434,jabłka;jajka,0.167,ryż brązowy,0.412,0.068,0.407,0.988
2435,jabłka;ryż brązowy,0.175,jajka,0.432,0.068,0.389,0.899
2436,jajka;ryż brązowy,0.171,jabłka,0.407,0.068,0.398,0.977
2437,ziemniaki;ser żółty,0.159,płatki owsiane,0.210,0.024,0.151,0.719
2438,ziemniaki;płatki owsiane,0.080,ser żółty,0.418,0.024,0.300,0.718
2439,ser żółty;płatki owsiane,0.078,ziemniaki,0.401,0.024,0.308,0.767
2440,ser żółty;mleko,0.194,banany,0.389,0.073,0.376,0.967
2441,ser żółty;banany,0.163,mleko,0.434,0.073,0.448,1.032
2442,banany;mleko,0.165,ser żółty,0.418,0.073,0.442,1.058
2443,oliwa z oliwek;jajka,0.071,ryż brązowy,0.412,0.026,0.366,0.889
2444,oliwa z oliwek;ryż brązowy,0.070,jajka,0.432,0.026,0.371,0.860
2445,jajka;ryż brązowy,0.171,oliwa z oliwek,0.196,0.026,0.152,0.776
2446,ziemniaki;oliwa z oliwek,0.071,jabłka,0.407,0.021,0.296,0.727
2447,ziemniaki;jabłka,0.160,oliwa z oliwek,0.196,0.021,0.131,0.670
2448,oliwa z oliwek;jabłka,0.066,ziemniaki,0.401,0.021,0.318,0.793
2449,ser żółty;jajka,0.176,kurczak,0.192,0.029,0.165,0.858
2450,ser żółty;kurczak,0.065,jajka,0.432,0.029,0.446,1.033
2451,jajka;kurczak,0.080,ser żółty,0.418,0.029,0.363,0.867
2452,jabłka;jogurt naturalny,0.177,ogórki,0.396,0.059,0.333,0.842
2453,jabłka;ogórki,0.150,jogurt naturalny,0.434,0.059,0.393,0.906
2454,jogurt naturalny;ogórki,0.162,jabłka,0.407,0.059,0.364,0.895
2455,ser żółty;ryż brązowy,0.171,banany,0.389,0.061,0.357,0.917
2456,ser żółty;banany,0.163,ryż brązowy,0.412,0.061,0.374,0.908
2457,ryż brązowy;banany,0.149,ser żółty,0.418,0.061,0.409,0.979
2458,płatki owsiane;jajka,0.080,banany,0.389,0.024,0.300,0.771
2459,płatki owsiane;banany,0.067,jajka,0.432,0.024,0.358,0.829
2460,jajka;banany,0.157,płatki owsiane,0.210,0.024,0.153,0.728
2461,jabłka;jajka,0.167,mleko,0.434,0.059,0.353,0.814
2462,jabłka;mleko,0.170,jajka,0.432,0.059,0.347,0.803
2463,jajka;mleko,0.171,jabłka,0.407,0.059,0.345,0.848
2464,ser żółty;jajka,0.176,chleb pełnoziarnisty,0.414,0.072,0.409,0.988
2465,ser żółty;chleb pełnoziarnisty,0.160,jajka,0.432,0.072,0.450,1.042
2466,jajka;chleb pełnoziarnisty,0.180,ser żółty,0.418,0.072,0.400,0.957
2467,oliwa z oliwek;ser żółty,0.075,chleb pełnoziarnisty,0.414,0.029,0.387,0.934
2468,oliwa z oliwek;chleb pełnoziarnisty,0.075,ser żółty,0.418,0.029,0.387,0.925
2469,ser żółty;chleb pełnoziarnisty,0.160,oliwa z oliwek,0.196,0.029,0.181,0.925
2470,ziemniaki;pomidory,0.075,ogórki,0.396,0.026,0.347,0.875
2471,ziemniaki;ogórki,0.153,pomidory,0.196,0.026,0.170,0.867
2472,pomidory;ogórki,0.068,ziemniaki,0.401,0.026,0.382,0.953
2473,ziemniaki;ser żółty,0.159,chleb pełnoziarnisty,0.414,0.059,0.371,0.896
2474,ziemniaki;chleb pełnoziarnisty,0.164,ser żółty,0.418,0.059,0.360,0.861
2475,ser żółty;chleb pełnoziarnisty,0.160,ziemniaki,0.401,0.059,0.369,0.920
2476,jabłka;ser żółty,0.163,ryż brązowy,0.412,0.068,0.417,1.013
2477,jabłka;ryż brązowy,0.175,ser żółty,0.418,0.068,0.389,0.930
2478,ser żółty;ryż brązowy,0.171,jabłka,0.407,0.068,0.398,0.977
2479,pomidory;chleb pełnoziarnisty,0.076,jogurt naturalny,0.434,0.023,0.303,0.697
2480,pomidory;jogurt naturalny,0.074,chleb pełnoziarnisty,0.414,0.023,0.311,0.751
2481,chleb pełnoziarnisty;jogurt naturalny,0.169,pomidory,0.196,0.023,0.136,0.694
2482,jabłka;jajka,0.167,kurczak,0.192,0.028,0.168,0.873
2483,jabłka;kurczak,0.066,jajka,0.432,0.028,0.424,0.982
2484,jajka;kurczak,0.080,jabłka,0.407,0.028,0.350,0.860
2485,pomidory;jabłka,0.057,mleko,0.434,0.021,0.368,0.849
2486,pomidory;mleko,0.082,jabłka,0.407,0.021,0.256,0.629
2487,jabłka;mleko,0.170,pomidory,0.196,0.021,0.124,0.630
2488,ziemniaki;jabłka,0.160,płatki owsiane,0.210,0.030,0.188,0.893
2489,ziemniaki;płatki owsiane,0.080,jabłka,0.407,0.030,0.375,0.921
2490,jabłka;płatki owsiane,0.082,ziemniaki,0.401,0.030,0.366,0.912
2491,płatki owsiane;jajka,0.080,ogórki,0.396,0.025,0.313,0.789
2492,płatki owsiane;ogórki,0.074,jajka,0.432,0.025,0.338,0.782
2493,jajka;ogórki,0.155,płatki owsiane,0.210,0.025,0.161,0.768
2494,ser żółty;jogurt naturalny,0.175,ogórki,0.396,0.063,0.360,0.909
2495,ser żółty;ogórki,0.172,jogurt naturalny,0.434,0.063,0.366,0.844
2496,jogurt naturalny;ogórki,0.162,ser żółty,0.418,0.063,0.389,0.930
2497,jabłka;ogórki,0.150,makaron pełnoziarnisty,0.183,0.024,0.160,0.874
2498,jabłka;makaron pełnoziarnisty,0.066,ogórki,0.396,0.024,0.364,0.918
2499,ogórki;makaron pełnoziarnisty,0.070,jabłka,0.407,0.024,0.343,0.842
2500,jabłka;chleb pełnoziarnisty,0.162,kurczak,0.192,0.025,0.154,0.804
2501,jabłka;kurczak,0.066,chleb pełnoziarnisty,0.414,0.025,0.379,0.915
2502,chleb pełnoziarnisty;kurczak,0.076,jabłka,0.407,0.025,0.329,0.808
2503,płatki owsiane;chleb pełnoziarnisty,0.073,jogurt naturalny,0.434,0.024,0.329,0.758
2504,płatki owsiane;jogurt naturalny,0.079,chleb pełnoziarnisty,0.414,0.024,0.304,0.734
2505,chleb pełnoziarnisty;jogurt naturalny,0.169,płatki owsiane,0.210,0.024,0.142,0.676
2506,ser żółty;jajka,0.176,ryż brązowy,0.412,0.076,0.432,1.048
2507,ser żółty;ryż brązowy,0.171,jajka,0.432,0.076,0.444,1.029
2508,jajka;ryż brązowy,0.171,ser żółty,0.418,0.076,0.444,1.063
2509,ziemniaki;jabłka,0.160,jogurt naturalny,0.434,0.070,0.438,1.008
2510,ziemniaki;jogurt naturalny,0.165,jabłka,0.407,0.070,0.424,1.042
2511,jabłka;jogurt naturalny,0.177,ziemniaki,0.401,0.070,0.395,0.986
2512,płatki owsiane;jajka,0.080,jogurt naturalny,0.434,0.029,0.363,0.835
2513,płatki owsiane;jogurt naturalny,0.079,jajka,0.432,0.029,0.367,0.850
2514,jajka;jogurt naturalny,0.180,płatki owsiane,0.210,0.029,0.161,0.767
2515,jabłka;chleb pełnoziarnisty,0.162,ogórki,0.396,0.053,0.327,0.826
2516,jabłka;ogórki,0.150,chleb pełnoziarnisty,0.414,0.053,0.353,0.853
2517,chleb pełnoziarnisty;ogórki,0.163,jabłka,0.407,0.053,0.325,0.799
2518,ryż brązowy;chleb pełnoziarnisty,0.176,jogurt naturalny,0.434,0.071,0.403,0.930
2519,ryż brązowy;jogurt naturalny,0.172,chleb pełnoziarnisty,0.414,0.071,0.413,0.997
2520,chleb pełnoziarnisty;jogurt naturalny,0.169,ryż brązowy,0.412,0.071,0.420,1.020
2521,pomidory;jajka,0.070,banany,0.389,0.020,0.286,0.734
2522,pomidory;banany,0.066,jajka,0.432,0.020,0.303,0.701
2523,jajka;banany,0.157,pomidory,0.196,0.020,0.127,0.650
2524,jogurt naturalny;ogórki,0.162,makaron pełnoziarnisty,0.183,0.020,0.123,0.675
2525,jogurt naturalny;makaron pełnoziarnisty,0.057,ogórki,0.396,0.020,0.351,0.886
2526,ogórki;makaron pełnoziarnisty,0.070,jogurt naturalny,0.434,0.020,0.286,0.658
2527,chleb pełnoziarnisty;mleko,0.177,banany,0.389,0.070,0.395,1.017
2528,chleb pełnoziarnisty;banany,0.158,mleko,0.434,0.070,0.443,1.021
2529,banany;mleko,0.165,chleb pełnoziarnisty,0.414,0.070,0.424,1.025
2530,ryż brązowy;mleko,0.181,banany,0.389,0.063,0.348,0.895
2531,ryż brązowy;banany,0.149,mleko,0.434,0.063,0.423,0.974
2532,banany;mleko,0.165,ryż brązowy,0.412,0.063,0.382,0.927
2533,jajka;ryż brązowy,0.171,chleb pełnoziarnisty,0.414,0.075,0.439,1.059
2534,jajka;chleb pełnoziarnisty,0.180,ryż brązowy,0.412,0.075,0.417,1.011
2535,ryż brązowy;chleb pełnoziarnisty,0.176,jajka,0.432,0.075,0.426,0.986
2536,ziemniaki;oliwa z oliwek,0.071,banany,0.389,0.024,0.338,0.869
2537,ziemniaki;banany,0.146,oliwa z oliwek,0.196,0.024,0.164,0.839
2538,oliwa z oliwek;banany,0.069,ziemniaki,0.401,0.024,0.348,0.867
2539,ziemniaki;płatki owsiane,0.080,jogurt naturalny,0.434,0.030,0.375,0.864
2540,ziemniaki;jogurt naturalny,0.165,płatki owsiane,0.210,0.030,0.182,0.866
2541,płatki owsiane;jogurt naturalny,0.079,ziemniaki,0.401,0.030,0.380,0.947
2542,jabłka;banany,0.160,makaron pełnoziarnisty,0.183,0.021,0.131,0.717
2543,jabłka;makaron pełnoziarnisty,0.066,banany,0.389,0.021,0.318,0.818
2544,banany;makaron pełnoziarnisty,0.057,jabłka,0.407,0.021,0.368,0.905
2545,chleb pełnoziarnisty;ogórki,0.163,banany,0.389,0.059,0.362,0.930
2546,chleb pełnoziarnisty;banany,0.158,ogórki,0.396,0.059,0.373,0.943
2547,ogórki;banany,0.156,chleb pełnoziarnisty,0.414,0.059,0.378,0.914
2548,ziemniaki;chleb pełnoziarnisty,0.164,banany,0.389,0.059,0.360,0.925
2549,ziemniaki;banany,0.146,chleb pełnoziarnisty,0.414,0.059,0.404,0.976
2550,chleb pełnoziarnisty;banany,0.158,ziemniaki,0.401,0.059,0.373,0.931
2551,jabłka;ryż brązowy,0.175,banany,0.389,0.062,0.354,0.911
2552,jabłka;banany,0.160,ryż brązowy,0.412,0.062,0.388,0.941
2553,ryż brązowy;banany,0.149,jabłka,0.407,0.062,0.416,1.022
2554,płatki owsiane;chleb pełnoziarnisty,0.073,mleko,0.434,0.029,0.397,0.915
2555,płatki owsiane;mleko,0.079,chleb pełnoziarnisty,0.414,0.029,0.367,0.887
2556,chleb pełnoziarnisty;mleko,0.177,płatki owsiane,0.210,0.029,0.164,0.780
2557,oliwa z oliwek;ryż brązowy,0.070,banany,0.389,0.026,0.371,0.955
2558,oliwa z oliwek;banany,0.069,ryż brązowy,0.412,0.026,0.377,0.915
2559,ryż brązowy;banany,0.149,oliwa z oliwek,0.196,0.026,0.174,0.890
2560,ziemniaki;ogórki,0.153,mleko,0.434,0.060,0.392,0.904
2561,ziemniaki;mleko,0.178,ogórki,0.396,0.060,0.337,0.851
2562,ogórki;mleko,0.162,ziemniaki,0.401,0.060,0.370,0.924
2563,jajka;ogórki,0.155,mleko,0.434,0.054,0.348,0.803
2564,jajka;mleko,0.171,ogórki,0.396,0.054,0.316,0.797
2565,ogórki;mleko,0.162,jajka,0.432,0.054,0.333,0.772
2566,chleb pełnoziarnisty;mleko,0.177,makaron pełnoziarnisty,0.183,0.026,0.147,0.803
2567,chleb pełnoziarnisty;makaron pełnoziarnisty,0.070,mleko,0.434,0.026,0.371,0.856
2568,mleko;makaron pełnoziarnisty,0.071,chleb pełnoziarnisty,0.414,0.026,0.366,0.885
2569,ser żółty;płatki owsiane,0.078,banany,0.389,0.025,0.321,0.824
2570,ser żółty;banany,0.163,płatki owsiane,0.210,0.025,0.153,0.730
2571,płatki owsiane;banany,0.067,ser żółty,0.418,0.025,0.373,0.893
2572,jabłka;ogórki,0.150,kurczak,0.192,0.025,0.167,0.868
2573,jabłka;kurczak,0.066,ogórki,0.396,0.025,0.379,0.957
2574,ogórki;kurczak,0.065,jabłka,0.407,0.025,0.385,0.945
2575,ryż brązowy;chleb pełnoziarnisty,0.176,banany,0.389,0.061,0.347,0.891
2576,ryż brązowy;banany,0.149,chleb pełnoziarnisty,0.414,0.061,0.409,0.989
2577,chleb pełnoziarnisty;banany,0.158,ryż brązowy,0.412,0.061,0.386,0.937
2578,ziemniaki;ser żółty,0.159,ogórki,0.396,0.067,0.421,1.064
2579,ziemniaki;ogórki,0.153,ser żółty,0.418,0.067,0.438,1.048
2580,ser żółty;ogórki,0.172,ziemniaki,0.401,0.067,0.390,0.971
2581,ziemniaki;jabłka,0.160,ogórki,0.396,0.061,0.381,0.963
2582,ziemniaki;ogórki,0.153,jabłka,0.407,0.061,0.399,0.980
2583,jabłka;ogórki,0.150,ziemniaki,0.401,0.061,0.407,1.014
2584,ziemniaki;mleko,0.178,banany,0.389,0.061,0.343,0.881
2585,ziemniaki;banany,0.146,mleko,0.434,0.061,0.418,0.963
2586,banany;mleko,0.165,ziemniaki,0.401,0.061,0.370,0.922
2587,pomidory;jajka,0.070,jogurt naturalny,0.434,0.021,0.300,0.691
2588,pomidory;jogurt naturalny,0.074,jajka,0.432,0.021,0.284,0.657
2589,jajka;jogurt naturalny,0.180,pomidory,0.196,0.021,0.117,0.595
2590,jajka;jogurt naturalny,0.180,kurczak,0.192,0.031,0.172,0.897
2591,jajka;kurczak,0.080,jogurt naturalny,0.434,0.031,0.388,0.893
2592,jogurt naturalny;kurczak,0.076,jajka,0.432,0.031,0.408,0.944
2593,oliwa z oliwek;jogurt naturalny,0.085,banany,0.389,0.032,0.376,0.968
2594,oliwa z oliwek;banany,0.069,jogurt naturalny,0.434,0.032,0.464,1.069
2595,jogurt naturalny;banany,0.156,oliwa z oliwek,0.196,0.032,0.205,1.047
2596,oliwa z oliwek;chleb pełnoziarnisty,0.075,banany,0.389,0.023,0.307,0.788
2597,oliwa z oliwek;banany,0.069,chleb pełnoziarnisty,0.414,0.023,0.333,0.805
2598,chleb pełnoziarnisty;banany,0.158,oliwa z oliwek,0.196,0.023,0.146,0.743
2599,pomidory;jajka,0.070,chleb pełnoziarnisty,0.414,0.030,0.429,1.035
2600,pomidory;chleb pełnoziarnisty,0.076,jajka,0.432,0.030,0.395,0.914
2601,jajka;chleb pełnoziarnisty,0.180,pomidory,0.196,0.030,0.167,0.850
2602,oliwa z oliwek;ser żółty,0.075,mleko,0.434,0.032,0.427,0.983
2603,oliwa z oliwek;mleko,0.075,ser żółty,0.418,0.032,0.427,1.021
2604,ser żółty;mleko,0.194,oliwa z oliwek,0.196,0.032,0.165,0.842
2605,jabłka;ryż brązowy,0.175,jogurt naturalny,0.434,0.069,0.394,0.908
2606,jabłka;jogurt naturalny,0.177,ryż brązowy,0.412,0.069,0.390,0.946
2607,ryż brązowy;jogurt naturalny,0.172,jabłka,0.407,0.069,0.401,0.986
2608,ziemniaki;płatki owsiane,0.080,mleko,0.434,0.032,0.400,0.922
2609,ziemniaki;mleko,0.178,płatki owsiane,0.210,0.032,0.180,0.856
2610,płatki owsiane;mleko,0.079,ziemniaki,0.401,0.032,0.405,1.010
2611,jabłka;chleb pełnoziarnisty,0.162,mleko,0.434,0.075,0.463,1.067
2612,jabłka;mleko,0.170,chleb pełnoziarnisty,0.414,0.075,0.441,1.066
2613,chleb pełnoziarnisty;mleko,0.177,jabłka,0.407,0.075,0.424,1.041
2614,ziemniaki;pomidory,0.075,banany,0.389,0.023,0.307,0.788
2615,ziemniaki;banany,0.146,pomidory,0.196,0.023,0.158,0.804
2616,pomidory;banany,0.066,ziemniaki,0.401,0.023,0.348,0.869
2617,jajka;jogurt naturalny,0.180,mleko,0.434,0.070,0.389,0.896
2618,jajka;mleko,0.171,jogurt naturalny,0.434,0.070,0.409,0.943
2619,jogurt naturalny;mleko,0.184,jajka,0.432,0.070,0.380,0.881
2620,ziemniaki;ser żółty,0.159,jogurt naturalny,0.434,0.054,0.340,0.783
2621,ziemniaki;jogurt naturalny,0.165,ser żółty,0.418,0.054,0.327,0.783
2622,ser żółty;jogurt naturalny,0.175,ziemniaki,0.401,0.054,0.309,0.770
2623,ser żółty;ogórki,0.172,makaron pełnoziarnisty,0.183,0.022,0.128,0.699
2624,ser żółty;makaron pełnoziarnisty,0.063,ogórki,0.396,0.022,0.349,0.882
2625,ogórki;makaron pełnoziarnisty,0.070,ser żółty,0.418,0.022,0.314,0.752
2626,pomidory;jogurt naturalny,0.074,banany,0.389,0.024,0.324,0.834
2627,pomidory;banany,0.066,jogurt naturalny,0.434,0.024,0.364,0.838
2628,jogurt naturalny;banany,0.156,pomidory,0.196,0.024,0.154,0.785
2629,ziemniaki;ryż brązowy,0.156,ogórki,0.396,0.074,0.474,1.198
2630,ziemniaki;ogórki,0.153,ryż brązowy,0.412,0.074,0.484,1.174
2631,ryż brązowy;ogórki,0.169,ziemniaki,0.401,0.074,0.438,1.092
2632,ziemniaki;mleko,0.178,makaron pełnoziarnisty,0.183,0.022,0.124,0.675
2633,ziemniaki;makaron pełnoziarnisty,0.062,mleko,0.434,0.022,0.355,0.818
2634,mleko;makaron pełnoziarnisty,0.071,ziemniaki,0.401,0.022,0.310,0.773
2635,jabłka;płatki owsiane,0.082,chleb pełnoziarnisty,0.414,0.027,0.329,0.795
2636,jabłka;chleb pełnoziarnisty,0.162,płatki owsiane,0.210,0.027,0.167,0.794
2637,płatki owsiane;chleb pełnoziarnisty,0.073,jabłka,0.407,0.027,0.370,0.909
2638,oliwa z oliwek;płatki owsiane,0.045,chleb pełnoziarnisty,0.414,0.020,0.444,1.074
2639,oliwa z oliwek;chleb pełnoziarnisty,0.075,płatki owsiane,0.210,0.020,0.267,1.270
2640,płatki owsiane;chleb pełnoziarnisty,0.073,oliwa z oliwek,0.196,0.020,0.274,1.398
2641,ser żółty;płatki owsiane,0.078,mleko,0.434,0.031,0.397,0.916
2642,ser żółty;mleko,0.194,płatki owsiane,0.210,0.031,0.160,0.761
2643,płatki owsiane;mleko,0.079,ser żółty,0.418,0.031,0.392,0.939
2644,ser żółty;płatki owsiane,0.078,ogórki,0.396,0.026,0.333,0.842
2645,ser żółty;ogórki,0.172,płatki owsiane,0.210,0.026,0.151,0.720
2646,płatki owsiane;ogórki,0.074,ser żółty,0.418,0.026,0.351,0.841
2647,pomidory;chleb pełnoziarnisty,0.076,mleko,0.434,0.025,0.329,0.758
2648,pomidory;mleko,0.082,chleb pełnoziarnisty,0.414,0.025,0.305,0.736
2649,chleb pełnoziarnisty;mleko,0.177,pomidory,0.196,0.025,0.141,0.721
2650,ziemniaki;ser żółty,0.159,banany,0.389,0.065,0.409,1.051
2651,ziemniaki;banany,0.146,ser żółty,0.418,0.065,0.445,1.065
2652,ser żółty;banany,0.163,ziemniaki,0.401,0.065,0.399,0.994
2653,jajka;chleb pełnoziarnisty,0.180,mleko,0.434,0.071,0.394,0.909
2654,jajka;mleko,0.171,chleb pełnoziarnisty,0.414,0.071,0.415,1.003
2655,chleb pełnoziarnisty;mleko,0.177,jajka,0.432,0.071,0.401,0.929
2656,oliwa z oliwek;chleb pełnoziarnisty,0.075,jogurt naturalny,0.434,0.026,0.347,0.799
2657,oliwa z oliwek;jogurt naturalny,0.085,chleb pełnoziarnisty,0.414,0.026,0.306,0.739
2658,chleb pełnoziarnisty;jogurt naturalny,0.169,oliwa z oliwek,0.196,0.026,0.154,0.785
2659,jabłka;ryż brązowy,0.175,kurczak,0.192,0.023,0.131,0.685
2660,jabłka;kurczak,0.066,ryż brązowy,0.412,0.023,0.348,0.846
2661,ryż brązowy;kurczak,0.060,jabłka,0.407,0.023,0.383,0.942
2662,chleb pełnoziarnisty;jogurt naturalny,0.169,mleko,0.434,0.074,0.438,1.009
2663,chleb pełnoziarnisty;mleko,0.177,jogurt naturalny,0.434,0.074,0.418,0.963
2664,jogurt naturalny;mleko,0.184,chleb pełnoziarnisty,0.414,0.074,0.402,0.971
2665,jajka;ogórki,0.155,kurczak,0.192,0.025,0.161,0.840
2666,jajka;kurczak,0.080,ogórki,0.396,0.025,0.313,0.789
2667,ogórki;kurczak,0.065,jajka,0.432,0.025,0.385,0.890
2668,ryż brązowy;chleb pełnoziarnisty,0.176,ogórki,0.396,0.073,0.415,1.047
2669,ryż brązowy;ogórki,0.169,chleb pełnoziarnisty,0.414,0.073,0.432,1.043
2670,chleb pełnoziarnisty;ogórki,0.163,ryż brązowy,0.412,0.073,0.448,1.087
2671,oliwa z oliwek;ryż brązowy,0.070,jogurt naturalny,0.434,0.034,0.486,1.119
2672,oliwa z oliwek;jogurt naturalny,0.085,ryż brązowy,0.412,0.034,0.400,0.971
2673,ryż brązowy;jogurt naturalny,0.172,oliwa z oliwek,0.196,0.034,0.198,1.009
2674,ryż brązowy;jogurt naturalny,0.172,ogórki,0.396,0.066,0.384,0.969
2675,ryż brązowy;ogórki,0.169,jogurt naturalny,0.434,0.066,0.391,0.900
2676,jogurt naturalny;ogórki,0.162,ryż brązowy,0.412,0.066,0.407,0.989
2677,płatki owsiane;jajka,0.080,chleb pełnoziarnisty,0.414,0.031,0.388,0.936
2678,płatki owsiane;chleb pełnoziarnisty,0.073,jajka,0.432,0.031,0.425,0.983
2679,jajka;chleb pełnoziarnisty,0.180,płatki owsiane,0.210,0.031,0.172,0.820
2680,chleb pełnoziarnisty;mleko,0.177,kurczak,0.192,0.025,0.141,0.736
2681,chleb pełnoziarnisty;kurczak,0.076,mleko,0.434,0.025,0.329,0.758
2682,mleko;kurczak,0.068,chleb pełnoziarnisty,0.414,0.025,0.368,0.888
2683,ziemniaki;jabłka,0.160,ser żółty,0.418,0.065,0.406,0.972
2684,ziemniaki;ser żółty,0.159,jabłka,0.407,0.065,0.409,1.004
2685,jabłka;ser żółty,0.163,ziemniaki,0.401,0.065,0.399,0.994
2686,pomidory;jabłka,0.057,jogurt naturalny,0.434,0.025,0.439,1.011
2687,pomidory;jogurt naturalny,0.074,jabłka,0.407,0.025,0.338,0.830
2688,jabłka;jogurt naturalny,0.177,pomidory,0.196,0.025,0.141,0.721
